keyword,intent,niche,url_count,total_sessions,avg_sessions,total_clicks,avg_ctr,potential,best_url,best_clicks
trac off and check engine light toyota,general,Home Decor,1,124,124,3,2.42,1.39,drivecruise.com/trac-off-and-check-engine-light-toyota/,3
honda fit modified,general,Home Decor,1,54,54,3,5.56,2.64,drivecruise.com/honda-fit-modified/,3
wheel lug nut size chart,general,Other,1,58,58,3,5.17,15.72,jordistireshop.com/wheel-lug-nut-size-chart/,3
pee smell out of wood floors,general,Home Decor,1,151,151,3,1.99,1.19,woodworkwizardry.com/how-to-get-the-pee-smell-out-of-wood-floors/,3
remove musty odor from wood furniture,general,Home Decor,1,148,148,3,2.03,1.21,woodworkwizardry.com/how-to-remove-musty-odor-from-wood-furniture/,3
long to wait to stain pressure treated wood,general,Home Decor,1,138,138,3,2.17,1.27,woodworkwizardry.com/how-long-to-wait-to-stain-pressure-treated-wood/,3
ink out of wood,tattoo,Home Decor,1,80,80,3,3.75,1.96,woodworkwizardry.com/how-to-get-ink-out-of-wood/,3
fix blotchy stained wood,general,Home Decor,1,64,64,3,4.69,2.32,woodworkwizardry.com/how-to-fix-blotchy-stained-wood/,3
clean engineered wood floor,general,Home Decor,1,58,58,3,5.17,2.5,woodworkwizardry.com/how-to-clean-engineered-wood-floor/,3
tramp stamp meaning,general,Tattoo,1,53,53,3,5.66,14.04,tattooradar.com/tramp-stamp-meaning/,3
backyard retaining wall ideas,room-ideas,Garden/Outdoor,1,201,201,3,1.49,0.86,yardolio.com/backyard-retaining-wall-ideas/,3
slope backyard landscaping ideas,room-ideas,Garden/Outdoor,1,84,84,3,3.57,1.73,yardolio.com/slope-backyard-landscaping-ideas/,3
outdoor brick fireplace ideas,general,Garden/Outdoor,1,74,74,3,4.05,1.91,yardolio.com/outdoor-brick-fireplace-ideas/,3
outdoor laundry room ideas small spaces,room-ideas,Garden/Outdoor,1,67,67,3,4.48,2.06,yardolio.com/outdoor-laundry-room-ideas-small-spaces/,3
outdoor dog kennel ideas backyards,general,Garden/Outdoor,1,63,63,3,4.76,2.16,yardolio.com/outdoor-dog-kennel-ideas-backyards/,3
rustic fire pit ideas backyard,room-ideas,Garden/Outdoor,1,61,61,3,4.92,2.21,yardolio.com/rustic-fire-pit-ideas-backyard/,3
stair railing ideas outdoor,general,Garden/Outdoor,1,59,59,3,5.08,2.27,yardolio.com/stair-railing-ideas-outdoor/,3
backyard fence decor ideas,room-ideas,Garden/Outdoor,1,85,85,3,3.53,1.71,patizvo.com/backyard-fence-decor-ideas/,3
backyard inflatable hot tub ideas,room-ideas,Home Decor,1,99,99,3,3.03,1.66,firesidea.com/backyard-inflatable-hot-tub-ideas/,3
vegan high tea recipes,food-baking,Food/Recipe,1,100,100,3,3,6.32,toppuns.com/vegan-high-tea-recipes/,3
ricotta keto recipes,food-baking,Food/Recipe,1,75,75,3,4,7.91,chocojoyful.com/ricotta-keto-recipes/,3
keto ground chicken recipes,food-baking,Food/Recipe,1,55,55,3,5.45,10.01,popularteamnames.com/keto-ground-chicken-recipes/,3
kitchen floor plans,room-ideas,Home Decor,1,346,346,3,0.87,0.6,floorae.com/kitchen-floor-plans/,3
grey floor living room ideas,room-ideas,Home Decor,1,202,202,3,1.49,0.94,floorae.com/grey-floor-living-room-ideas/,3
dark wooden floor bedroom,room-ideas,Home Decor,1,139,139,3,2.16,1.27,floorae.com/dark-wooden-floor-bedroom/,3
stenciled floor,general,Home Decor,1,84,84,3,3.57,1.88,floorae.com/stenciled-floor/,3
kitchen floor,room-ideas,Home Decor,1,79,79,3,3.8,1.98,floorae.com/kitchen-floor/,3
kitchen floor tiles ideas,room-ideas,Home Decor,1,58,58,3,5.17,2.5,floorae.com/kitchen-floor-tiles-ideas/,3
vegan high volume low calorie recipes,food-baking,Food/Recipe,1,54,54,3,5.56,10.17,amazingteamnames.com/vegan-high-volume-low-calorie-recipes/,3
recipes with raspberry pie filling,food-baking,Food/Recipe,1,78,78,3,3.85,7.68,piejourney.com/recipes-with-raspberry-pie-filling/,3
berm landscaping ideas,general,Garden/Outdoor,1,70,70,3,4.29,1.99,blossivio.com/berm-landscaping-ideas/,3
lego shadow box ideas,pop-culture,Wedding/Craft,1,84,84,3,3.57,2.51,diyvera.com/lego-shadow-box-ideas/,3
bandsaw box ideas,general,Wedding/Craft,1,76,76,3,3.95,2.72,diyvera.com/bandsaw-box-ideas/,3
hallway paint colors,room-ideas,Home Decor,1,456,456,3,0.66,0.48,entryzo.com/hallway-paint-colors/,3
kids desk ideas homework station,general,Home Decor,1,86,86,3,3.49,1.85,kidlura.com/kids-desk-ideas-homework-station/,3
kids room with bunk bed,product-specific,Home Decor,1,77,77,3,3.9,2.02,kidlura.com/kids-room-with-bunk-bed/,3
rainbow room kids,general,Home Decor,1,50,50,3,6,2.8,kidlura.com/rainbow-room-kids/,3
slanted ceiling closet,room-ideas,Home Decor,1,147,147,3,2.04,1.21,ceiloria.com/slanted-ceiling-closet/,3
molding ceiling,general,Home Decor,1,96,96,3,3.13,1.7,ceiloria.com/molding-ceiling/,3
cool ceiling ideas,general,Home Decor,1,86,86,3,3.49,1.85,ceiloria.com/cool-ceiling-ideas/,3
bedroom ceiling ideas,room-ideas,Home Decor,1,56,56,3,5.36,2.57,ceiloria.com/bedroom-ceiling-ideas/,3
ceiling molding ideas,general,Home Decor,1,55,55,3,5.45,2.6,ceiloria.com/ceiling-molding-ideas/,3
dining room and office combo,room-ideas,Home Decor,1,70,70,3,4.29,2.17,dinezoa.com/dining-room-and-office-combo/,3
diy accent wall ideas,diy-craft,Home Decor,1,71,71,3,4.23,2.15,nuvinhome.com/diy-accent-wall-ideas/,3
herbalife tea recipes with pineapple liftoff,food-baking,Food/Recipe,1,51,51,3,5.88,10.6,tealeafcup.com/herbalife-tea-recipes-with-pineapple-liftoff/,3
mediterranean sheet pan recipes,product-specific,Food/Recipe,1,102,102,3,2.94,6.22,medtasto.com/mediterranean-sheet-pan-recipes/,3
mexican drink recipes non alcoholic,food-baking,Food/Recipe,1,90,90,3,3.33,6.86,mexifork.com/mexican-drink-recipes-non-alcoholic/,3
recipes with mexican crema,food-baking,Food/Recipe,1,56,56,3,5.36,9.89,mexifork.com/recipes-with-mexican-crema/,3
home gym setup ideas,general,Home Decor,1,70,70,3,4.29,2.17,glowhomey.com/home-gym-setup-ideas/,3
tea party desserts,food-baking,Food/Recipe,1,106,106,3,2.83,6.04,steepbean.com/tea-party-desserts/,3
tea for nausea,general,Food/Recipe,1,103,103,3,2.91,6.17,steepbean.com/tea-for-nausea/,3
best tea for colds,general,Food/Recipe,1,87,87,3,3.45,7.05,steepbean.com/best-tea-for-colds/,3
best corned beef recipe,food-baking,Food/Recipe,1,247,247,3,1.21,3.04,grillerhood.com/best-corned-beef-recipe/,3
corn beef brine recipe,food-baking,Food/Recipe,1,144,144,3,2.08,4.72,grillerhood.com/corn-beef-brine-recipe/,3
salads for a bbq,general,Food/Recipe,1,129,129,3,2.33,5.18,grillerhood.com/salads-for-a-bbq/,3
bbq outside ideas backyards,general,Food/Recipe,1,54,54,3,5.56,10.17,grillerhood.com/bbq-outside-ideas-backyards/,3
stamped concrete patio ideas,room-ideas,Garden/Outdoor,2,191,96,3,1.57,0.78,softlyoutdoor.com/stamped-concrete-patio-ideas/,2
mother of the bride hairstyles,hair-beauty,Hair/Beauty,1,136,136,3,2.21,11.63,hairflowy.com/mother-of-the-bride-hairstyles/,3
butterfly garden ideas,room-ideas,Garden/Outdoor,1,247,247,3,1.21,0.73,moonlightyard.com/butterfly-garden-ideas/,3
front yard landscaping ideas with rocks,general,Garden/Outdoor,1,72,72,3,4.17,1.95,moonlightyard.com/front-yard-landscaping-ideas-with-rocks/,3
artificial garden ideas,room-ideas,Garden/Outdoor,1,67,67,3,4.48,2.06,moonlightyard.com/artificial-garden-ideas/,3
garden bed design ideas,product-specific,Garden/Outdoor,1,56,56,3,5.36,2.36,moonlightyard.com/garden-bed-design-ideas/,3
large glass bowl decor ideas,product-specific,Home Decor,1,156,156,3,1.92,1.15,glassoraa.com/large-glass-bowl-decor-ideas/,3
glass coffee table decor ideas,wedding-event,Home Decor,1,113,113,3,2.65,1.49,glassoraa.com/glass-coffee-table-decor-ideas/,3
big glass jug decor ideas,wedding-event,Home Decor,1,80,80,3,3.75,1.96,glassoraa.com/big-glass-jug-decor-ideas/,3
ikea living room ideas,room-ideas,Home Decor,1,185,185,3,1.62,1,homezae.com/ikea-living-room-ideas/,3
dark floor living room ideas,room-ideas,Home Decor,1,159,159,3,1.89,1.14,hyggenza.com/dark-floor-living-room-ideas/,3
scandinavian tv wall,general,Home Decor,1,108,108,3,2.78,1.55,hyggenza.com/scandinavian-tv-wall/,3
scandinavian apartment,general,Home Decor,1,78,78,3,3.85,2,hyggenza.com/scandinavian-apartment/,3
gift ideas for wedding,wedding-event,Wedding/Craft,1,74,74,3,4.05,2.77,lovorae.com/gift-ideas-for-wedding/,3
game room basement ideas,room-ideas,Home Decor,1,50,50,3,6,2.8,homenory.com/game-room-basement-ideas/,3
pantry curtain ideas,product-specific,Home Decor,1,75,75,3,4,2.06,cozyofficedecor.com/pantry-curtain-ideas/,3
two desk home office,room-ideas,Home Decor,1,70,70,3,4.29,2.17,cozyofficedecor.com/two-desk-home-office/,3
frozen cake ideas,food-baking,Wedding/Craft,1,107,107,3,2.8,2.08,marryza.com/frozen-cake-ideas/,3
small office ideas home,room-ideas,Home Decor,1,79,79,3,3.8,1.98,lampenza.com/small-office-ideas-home/,3
apartment lighting,general,Home Decor,1,63,63,3,4.76,2.35,lampenza.com/apartment-lighting/,3
disney princess cake,food-baking,Food/Recipe,1,69,69,3,4.35,8.44,doughora.com/disney-princess-cake/,3
beige tile bathroom ideas,room-ideas,Home Decor,1,96,96,3,3.13,1.7,glamorora.com/beige-tile-bathroom-ideas/,3
wardrobe design modern,tattoo,Home Decor,1,70,70,3,4.29,2.17,glamorora.com/wardrobe-design-modern/,3
flower wall ideas,general,Garden/Outdoor,1,203,203,3,1.48,0.86,blosmia.com/flower-wall-ideas/,3
raised bed trellis ideas,product-specific,Garden/Outdoor,1,75,75,3,4,1.89,blosmia.com/raised-bed-trellis-ideas/,3
handmade wine cork decor,diy-craft,Home Decor,1,143,143,3,2.1,1.24,artelierahome.com/handmade-wine-cork-decor/,3
easy handmade room decor ideas,diy-craft,Home Decor,1,75,75,3,4,2.06,artelierahome.com/easy-handmade-room-decor-ideas/,3
stock tank pool ideas,general,Garden/Outdoor,1,127,127,3,2.36,1.25,grassora.com/stock-tank-pool-ideas/,3
tv in front of window,general,Garden/Outdoor,2,301,151,3,1,0.55,curtainza.com/tv-in-front-of-window/,3
exterior window trim ideas,general,Home Decor,1,83,83,3,3.61,1.9,curtainza.com/exterior-window-trim-ideas/,3
backyard wall color ideas,room-ideas,Home Decor,1,245,245,3,1.22,0.8,organizaspace.com/backyard-wall-color-ideas/,3
under stairs storage,general,Home Decor,1,90,90,3,3.33,1.78,organizaspace.com/under-stairs-storage/,3
tea bar ideas,general,Food/Recipe,1,60,60,3,5,9.38,brewnora.com/tea-bar-ideas/,3
ceramic flowers wall decor ideas,wedding-event,Home Decor,1,139,139,3,2.16,1.27,ceramory.com/ceramic-flowers-wall-decor-ideas/,3
ceramic plate decor inspiration,wedding-event,Home Decor,1,132,132,3,2.27,1.32,ceramory.com/ceramic-plate-decor-inspiration/,3
ceramic plate wall decor ideas,wedding-event,Home Decor,1,108,108,3,2.78,1.55,ceramory.com/ceramic-plate-wall-decor-ideas/,3
vintage ceramic jug decor ideas,wedding-event,Home Decor,1,58,58,3,5.17,2.5,ceramory.com/vintage-ceramic-jug-decor-ideas/,3
vintage ceramic vase decor ideas,product-specific,Home Decor,1,54,54,3,5.56,2.64,ceramory.com/vintage-ceramic-vase-decor-ideas/,3
wall shelf ideas,product-specific,Home Decor,1,54,54,3,5.56,2.64,artwallia.com/wall-shelf-ideas/,3
home theater ideas basement,room-ideas,Home Decor,1,50,50,3,6,2.8,artwallia.com/home-theater-ideas-basement/,3
backyard low deck ideas,room-ideas,Home Decor,1,127,127,3,2.36,1.36,farmsteadra.com/backyard-low-deck-ideas/,3
peach bathroom ideas,room-ideas,Home Decor,1,54,54,3,5.56,2.64,farmsteadra.com/peach-bathroom-ideas/,3
upcycled denim home decor ideas,wedding-event,Home Decor,1,115,115,3,2.61,1.47,terrapurely.com/upcycled-denim-home-decor-ideas/,3
retro home bar decor ideas,wedding-event,Home Decor,1,51,51,3,5.88,2.76,terrapurely.com/retro-home-bar-decor-ideas/,3
square garden design,room-ideas,Garden/Outdoor,1,87,87,3,3.45,1.68,yardzeno.com/square-garden-design/,3
3 and 2 seater sofa living room layout,product-specific,Home Decor,1,50,50,2,4,1.87,cosaroom.com/3-and-2-seater-sofa-living-room-layout/,2
super mario cake pops,food-baking,Food/Recipe,1,96,96,2,2.08,4.34,cozyslice.com/super-mario-cake-pops/,2
pink sweet 16 cake,food-baking,Food/Recipe,1,57,57,2,3.51,6.5,cozyslice.com/pink-sweet-16-cake/,2
brown wall bedroom ideas,room-ideas,Home Decor,1,81,81,2,2.47,1.29,craftboom.work/brown-wall-bedroom-ideas/,2
wedding welcome board ideas,wedding-event,Wedding/Craft,1,147,147,2,1.36,1.08,eloralove.com/wedding-welcome-board-ideas/,2
50 anniversary gift ideas,wedding-event,Wedding/Craft,1,114,114,2,1.75,1.31,eloralove.com/50-anniversary-gift-ideas/,2
wedding guest book table ideas,wedding-event,Wedding/Craft,1,57,57,2,3.51,2.26,eloralove.com/wedding-guest-book-table-ideas/,2
red velvet cake decoration,food-baking,Food/Recipe,1,121,121,2,1.65,3.62,eraflavor.com/red-velvet-cake-decoration/,2
elegant modern wedding cake,food-baking,Food/Recipe,1,66,66,2,3.03,5.81,eraflavor.com/elegant-modern-wedding-cake/,2
air fryer chickpeas recipes,food-baking,Food/Recipe,1,85,85,2,2.35,4.78,flavory.work/air-fryer-chickpeas-recipes/,2
greek yogurt smoothie recipes,food-baking,Food/Recipe,1,78,78,2,2.56,5.11,flavory.work/greek-yogurt-smoothie-recipes/,2
long narrow bedroom ideas,room-ideas,Home Decor,1,216,216,2,0.93,0.59,houzerio.com/long-narrow-bedroom-ideas/,2
l shaped couch living room small spaces,product-specific,Home Decor,1,197,197,2,1.02,0.64,houzerio.com/l-shaped-couch-living-room-small-spaces/,2
photo wall ideas bedroom,room-ideas,Home Decor,1,97,97,2,2.06,1.12,houzerio.com/photo-wall-ideas-bedroom/,2
wet room bathroom small layout,room-ideas,Home Decor,1,230,230,2,0.87,0.56,ivyrosedecor.com/wet-room-bathroom-small-layout/,2
fort ideas bedroom,room-ideas,Home Decor,1,105,105,2,1.9,1.05,ivyrosedecor.com/fort-ideas-bedroom/,2
bathroom ideas shower and bath,room-ideas,Home Decor,1,65,65,2,3.08,1.53,ivyrosedecor.com/bathroom-ideas-shower-and-bath/,2
nike dunks outfit,outfit-style,Styling,1,181,181,2,1.1,0.79,ivystyling.com/nike-dunks-outfit/,2
long brown skirt outfit,outfit-style,Styling,1,92,92,2,2.17,1.36,ivystyling.com/long-brown-skirt-outfit/,2
amusement park outfit,outfit-style,Styling,1,74,74,2,2.7,1.62,ivystyling.com/amusement-park-outfit/,2
black satin pants outfit for women,outfit-style,Styling,1,58,58,2,3.45,1.95,ivystyling.com/black-satin-pants-outfit-for-women/,2
transparent top outfit,outfit-style,Styling,1,53,53,2,3.77,2.08,ivystyling.com/transparent-top-outfit/,2
art birthday cake,food-baking,Food/Recipe,1,91,91,2,2.2,4.54,lilidessert.com/art-birthday-cake/,2
1920s hairstyles,hair-beauty,Styling,1,129,129,2,1.55,1.05,lovermuse.com/1920s-hairstyles/,2
stranger things cake,food-baking,Food/Recipe,1,109,109,2,1.83,3.93,lunapastry.com/stranger-things-cake/,2
groom cake ideas,food-baking,Food/Recipe,2,122,61,2,1.64,3.09,lunapastry.com/groom-cake-ideas/,2
bedroom door painting ideas creative,room-ideas,Home Decor,1,92,92,2,2.17,1.17,lyladecor.com/bedroom-door-painting-ideas-creative/,2
bedroom with high ceilings,room-ideas,Home Decor,1,169,169,2,1.18,0.72,lylastudio.com/bedroom-with-high-ceilings/,2
curtains for short windows bedroom,product-specific,Home Decor,1,156,156,2,1.28,0.77,lylastudio.com/curtains-for-short-windows-bedroom/,2
living room tv unit designs modern luxury,room-ideas,Home Decor,1,70,70,2,2.86,1.45,lylastudio.com/living-room-tv-unit-designs-modern-luxury/,2
easy broccoli side dish recipes,food-baking,Food/Recipe,1,89,89,2,2.25,4.62,mealwish.work/easy-broccoli-side-dish-recipes/,2
rainbow bedroom ideas kids,room-ideas,Home Decor,1,110,110,2,1.82,1.02,minoradesign.com/rainbow-bedroom-ideas-kids/,2
small bedroom side table ideas,room-ideas,Home Decor,1,73,73,2,2.74,1.4,minoradesign.com/small-bedroom-side-table-ideas/,2
non alcoholic fruit punch recipes,food-baking,Food/Recipe,1,212,212,2,0.94,2.3,newtritiousjuicebar.com/non-alcoholic-fruit-punch-recipes/,2
wallpaper on ceiling bedroom,room-ideas,Home Decor,1,51,51,2,3.92,1.84,roomblr.com/wallpaper-on-ceiling-bedroom/,2
60th birthday cake,food-baking,Food/Recipe,1,62,62,2,3.23,6.11,rosabake.com/60th-birthday-cake/,2
small 3 piece bathroom,room-ideas,Home Decor,1,69,69,2,2.9,1.46,solinadecor.com/small-3-piece-bathroom/,2
european bathroom design,room-ideas,Home Decor,1,53,53,2,3.77,1.79,solinadecor.com/european-bathroom-design/,2
garage living room,room-ideas,Home Decor,1,52,52,2,3.85,1.81,solinadecor.com/garage-living-room/,2
rv living room,room-ideas,Home Decor,1,51,51,2,3.92,1.84,solinadecor.com/rv-living-room/,2
black cargo pants outfit for women,outfit-style,Styling,1,97,97,2,2.06,1.31,stylingfox.com/black-cargo-pants-outfit-for-women/,2
black leather shorts outfit,outfit-style,Styling,1,82,82,2,2.44,1.49,stylingfox.com/black-leather-shorts-outfit/,2
chia seed drink recipes,food-baking,Food/Recipe,1,522,522,2,0.38,1.09,tastycreate.com/chia-seed-drink-recipes/,2
cream cheese dessert dip recipes,food-baking,Food/Recipe,1,110,110,2,1.82,3.91,healthybaat.com/cream-cheese-dessert-dip-recipes/,2
low fodmap dessert recipes,food-baking,Food/Recipe,1,193,193,2,1.04,2.5,goteamnames.com/low-fodmap-dessert-recipes/,2
juice recipes for kids,food-baking,Food/Recipe,1,181,181,2,1.1,2.61,goteamnames.com/juice-recipes-for-kids/,2
russian dessert recipes,food-baking,Food/Recipe,1,50,50,2,4,7.18,pepperspraymum.com/russian-dessert-recipes/,2
bathroom towel hook ideas,product-specific,Home Decor,1,64,64,2,3.13,1.55,homedoris.com/bathroom-towel-hook-ideas/,2
gluten free st patricks day recipes,food-baking,Food/Recipe,1,171,171,2,1.17,2.75,storyriddles.com/gluten-free-st-patricks-day-recipes/,2
onion no garlic recipes gluten free,food-baking,Food/Recipe,1,84,84,2,2.38,4.83,storyriddles.com/no-onion-no-garlic-recipes-gluten-free/,2
medjool date recipes healthy,food-baking,Food/Recipe,1,78,78,2,2.56,5.11,storyriddles.com/medjool-date-recipes-healthy/,2
small pantry ideas,general,Garden/Outdoor,1,85,85,2,2.35,1.14,artevohome.com/small-pantry-ideas/,2
plants like coffee grounds,general,Garden/Outdoor,1,464,464,2,0.43,0.29,floramood.com/what-plants-like-coffee-grounds/,2
plants for around the pool,general,Garden/Outdoor,1,127,127,2,1.57,0.83,floramood.com/plants-for-around-the-pool/,2
plants for small pots,general,Garden/Outdoor,1,127,127,2,1.57,0.83,floramood.com/plants-for-small-pots/,2
part sun container plants,general,Garden/Outdoor,1,103,103,2,1.94,0.98,floramood.com/part-sun-container-plants/,2
corner garden pergola ideas,room-ideas,Garden/Outdoor,1,70,70,2,2.86,1.33,floramood.com/corner-garden-pergola-ideas/,2
smoked pulled pork recipe,food-baking,Food/Recipe,1,60,60,2,3.33,6.25,bbqhustle.com/smoked-pulled-pork-recipe/,2
trifle recipes,food-baking,Food/Recipe,1,54,54,2,3.7,6.77,broastee.com/trifle-recipes/,2
garden screening ideas,room-ideas,Garden/Outdoor,1,77,77,2,2.6,1.23,slowgardenlife.com/garden-screening-ideas/,2
garden windbreak ideas,room-ideas,Garden/Outdoor,1,67,67,2,2.99,1.38,slowgardenlife.com/garden-windbreak-ideas/,2
garden with fountain ideas,room-ideas,Garden/Outdoor,1,51,51,2,3.92,1.69,slowgardenlife.com/garden-with-fountain-ideas/,2
frozen italian meatball recipes,food-baking,Food/Recipe,1,315,315,2,0.63,1.66,lolpuns.com/frozen-italian-meatball-recipes/,2
high protein low carb instant pot recipes,product-specific,Food/Recipe,1,253,253,2,0.79,2,primejokes.com/high-protein-low-carb-instant-pot-recipes/,2
low calorie high protein dessert recipes,food-baking,Food/Recipe,1,219,219,2,0.91,2.24,primejokes.com/low-calorie-high-protein-dessert-recipes/,2
high protein low fat chicken recipes,food-baking,Food/Recipe,1,168,168,2,1.19,2.79,primejokes.com/high-protein-low-fat-chicken-recipes/,2
low carb high protein recipes dinner,food-baking,Food/Recipe,1,116,116,2,1.72,3.74,primejokes.com/low-carb-high-protein-recipes-dinner/,2
high protein low carb recipes bariatric meal prep,food-baking,Food/Recipe,1,107,107,2,1.87,4,primejokes.com/high-protein-low-carb-recipes-bariatric-meal-prep/,2
